word,count,magnitude,frequency,frequency_rank,magnitude_rank
只,72698,14.318780451417815,0.002235250644904463,61.0,4999.0
别,69865,14.732159209673707,0.002148144189747315,62.0,4203.0
哦,69380,14.865551781650796,0.002133231859796303,63.0,3743.0
但,68241,13.807469876031357,0.002098210944715473,64.0,5191.0
被,65695,13.891953710974674,0.0020199288992406765,65.0,5182.0
走,65258,14.605139260544348,0.002006492428748734,66.0,4560.0
太,65151,14.358640697501661,0.002003202492037892,67.0,4966.0
这样,64295,9.602508728520217,0.0019768829983511575,68.0,26485.0
里,63276,13.850350288561772,0.0019455517319180006,69.0,5186.0
跟,62979,14.40791979021534,0.0019364198515150097,70.0,4911.0
告诉,61222,10.06379929620805,0.0018823972458986635,71.0,12688.0
因为,59823,9.324449555170265,0.0018393820920812084,72.0,28748.0
自己,57978,9.393133073785725,0.0017826537441232352,73.0,28493.0
再,56520,13.967649634563658,0.0017378245130540077,74.0,5169.0
听,54888,14.915754464811513,0.001687645291445654,75.0,3509.0
这里,53900,9.517507983159192,0.0016572671842464794,76.0,27617.0
快,53510,14.463358153863219,0.001645275826141542,77.0,4832.0
谁,52782,14.958089697862475,0.001622891957678992,78.0,3329.0
但是,52718,8.814940518091007,0.0016209241450668998,79.0,29213.0
多,52605,13.70768707994178,0.0016174497259236742,80.0,5206.0
用,52436,13.798927943263294,0.0016122534707448681,81.0,5193.0
时候,52176,9.621951852244113,0.0016042592320082432,82.0,26183.0
下,51975,13.787842586158519,0.0015980790705233908,83.0,5195.0
已经,51772,9.614234127094141,0.0015918374148944105,84.0,26326.0
谢谢,51457,10.425160490681451,0.0015821520871942688,85.0,6277.0
为什么,51063,7.4274759707129725,0.0015700377408010757,86.0,30364.0
觉得,51047,9.782907131116625,0.0015695457876480526,87.0,22428.0
天,50660,14.217823612624581,0.001557646670759307,88.0,5064.0
像,50229,14.36010013806278,0.0015443946826997478,89.0,4965.0
这么,49082,10.004429954448797,0.0015091277910424064,90.0,14725.0
它,49024,14.006972001190404,0.0015073444608626977,91.0,5159.0
从,47313,14.007799906705232,0.0014547362205612926,92.0,5157.0
先生,46864,9.316224361607519,0.0014409307852045828,93.0,28770.0
找,46647,14.642351623011448,0.0014342586705667073,94.0,4469.0
最,46464,13.965723628028439,0.0014286319563790058,95.0,5171.0
喜欢,46146,9.988808056426606,0.0014188543874626722,96.0,15278.0
可,46123,13.99100483183716,0.0014181472048052017,97.0,5165.0
为,45565,13.780872769893088,0.0014009903385935219,98.0,5197.0
大,45061,13.672880831096926,0.001385493814273295,99.0,5212.0
可能,44424,9.164179676470573,0.001365907929368564,100.0,29039.0
需要,44362,9.271579979371923,0.0013640016109005995,101.0,28870.0
死,44056,14.445373206344241,0.0013545930068490333,102.0,4857.0
次,43873,14.090450670909835,0.0013489662926613319,103.0,5125.0
出,42784,13.6755132872783,0.0013154827311836989,104.0,5211.0
那么,41794,9.861913546204775,0.0012850431298403963,105.0,19857.0
干,41651,14.805556000358449,0.0012806462985352526,106.0,3961.0
那个,41417,9.570495713275498,0.00127345148367229,107.0,26981.0
嘿,41175,15.27708678778174,0.0012660106922328161,108.0,2041.0
们,39958,14.811174973216511,0.0012285915055309986,109.0,3933.0
话,39900,14.924984776920704,0.00122680817535129,110.0,3474.0
而,39381,13.493751522490015,0.001210850444950104,111.0,5226.0
么,39120,14.94764179078939,0.001202825459141415,112.0,3374.0
东西,38127,10.068076853157024,0.0011722936165819205,113.0,12544.0
应该,37811,9.843913719391033,0.0011625775418097149,114.0,20434.0
孩子,37243,9.701175426262024,0.0011451132048773958,115.0,24582.0
起来,37205,9.594829921229168,0.001143944816138966,116.0,26622.0
所以,37014,9.036313210750086,0.001138072125374753,117.0,29154.0
这些,36735,9.548815161731113,0.001129493692268913,118.0,27240.0
才,36716,14.22497193428897,0.0011289094978996982,119.0,5057.0
两,36580,14.224723482192953,0.0011247278960990021,120.0,5058.0
错,36166,14.864882662066597,0.00111199860826453,121.0,3745.0
还有,35932,9.210754908446225,0.0011048037934015677,122.0,28980.0
又,35561,13.950576773941505,0.001093396629665845,123.0,5176.0
小,34967,13.938592337008025,0.0010751328688598635,124.0,5178.0
中,34862,13.268189905308196,0.0010719044262931497,125.0,5231.0
叫,34648,14.387733157798719,0.001065324552871466,126.0,4935.0
嗯,34639,15.180117874932002,0.0010650478292228906,127.0,2376.0
该,34169,14.171468798749848,0.0010505967053528378,128.0,5082.0
等,34016,13.595924989712108,0.0010458924033270546,129.0,5219.0
问题,33364,9.94324932939444,0.0010258453123413644,130.0,16953.0
一起,32889,8.788195117001633,0.001011240453110992,131.0,29217.0
拿,32361,14.898216728501847,0.0009950059990612304,132.0,3592.0
更,32253,14.040835407326183,0.0009916853152783247,133.0,5150.0
开始,32126,9.256322267105954,0.0009877804371262041,134.0,28904.0
帮,31793,14.947310955220193,0.0009775416621289113,135.0,3376.0
打,31223,14.566078908825013,0.0009600158310524643,136.0,4654.0
爱,31122,14.670670813753897,0.0009569103767740061,137.0,4399.0
带,31069,14.783379891083975,0.0009552807819546172,138.0,4046.0
时间,30703,9.67714991161809,0.0009440273535792144,139.0,25132.0
年,30648,13.046341362028686,0.0009423362646156976,140.0,5235.0
请,30598,14.75147177911794,0.0009407989110125004,141.0,4143.0
回,30259,14.026091933786484,0.0009303756535828241,142.0,5155.0
工作,30191,9.052644257854215,0.000928284852682476,143.0,29138.0
然后,29752,9.665860057254857,0.0009147868880464054,144.0,25359.0
当,29619,14.392785339259438,0.0009106975274619011,145.0,4929.0
见,29340,14.655104613915999,0.0009021190943560613,146.0,4434.0
钱,29221,14.733958526908909,0.0008984601927804522,147.0,4195.0
噢,29190,15.418571218327203,0.0008975070335464699,148.0,1592.0
一样,28861,9.181356709556347,0.000887391246837433,149.0,29020.0
事情,28176,9.544366186975163,0.0008663295024736327,150.0,27308.0
就是,28137,8.898535528560434,0.000865130366663139,151.0,29202.0
吃,27913,14.787615761398019,0.0008582430225208159,152.0,4031.0
所有,27749,8.962958839363765,0.0008532005027023294,153.0,29182.0
开,27382,14.571566032899863,0.0008419163272548627,154.0,4645.0
一下,27171,9.149843066078422,0.0008354286950493709,155.0,29054.0
家,27026,14.049633407990482,0.0008309703696000993,156.0,5146.0
非常,26976,9.390567060289388,0.0008294330159969021,157.0,28504.0
看到,26783,9.370714107061541,0.0008234988310885613,158.0,28584.0
希望,26658,9.48086704081354,0.0008196554470805686,159.0,27944.0
那些,26450,9.48777148852582,0.0008132600560912687,160.0,27882.0
哪,26385,14.860861103407355,0.0008112614964071124,161.0,3757.0
当然,26313,9.590814378477068,0.0008090477072185086,162.0,26698.0
也许,26083,9.670396821263955,0.0008019758806438018,163.0,25273.0
行,26032,14.141847475040313,0.0008004077799685409,164.0,5099.0
朋友,26017,9.601261707156972,0.0007999465738875817,165.0,26516.0
妈妈,25730,10.029984347264225,0.0007911221642052303,166.0,13803.0
相信,25699,9.641309818496477,0.0007901690049712481,167.0,25843.0
前,25613,13.963667079329039,0.0007875247567737491,168.0,5173.0
嗨,25335,15.33767976693006,0.0007789770707399732,169.0,1849.0
认为,25294,9.559600564077721,0.0007777164407853516,170.0,27145.0
将,24946,14.122254831924566,0.0007670164597070997,171.0,5104.0
这儿,24824,9.824876381014496,0.0007632653169152988,172.0,21067.0
今天,24750,9.232371583118926,0.0007609900335825671,173.0,28945.0
明白,24744,9.699107239524523,0.0007608055511501834,174.0,24626.0
一直,24551,9.05957047709677,0.0007548713662418426,175.0,29132.0
看看,24319,9.794952159501527,0.000747738045523008,176.0,22050.0
车,23974,14.644840891131397,0.000737130305660948,177.0,4462.0
时,23472,14.066785492202438,0.0007216952754848491,178.0,5135.0
杀,23405,14.878494077664124,0.0007196352216565649,179.0,3691.0
地方,23358,9.033827527922577,0.0007181901092695596,180.0,29155.0
不过,23333,9.243398521619085,0.0007174214324679611,181.0,28921.0
呃,22734,15.287525766610191,0.0006990039363016598,182.0,2011.0
发生,22602,9.486108756184118,0.0006949453227892194,183.0,27900.0
几,22431,14.624314381796257,0.0006896875734662853,184.0,4516.0
回来,22423,9.63168157827673,0.0006894415968897738,185.0,26015.0
准备,22202,9.630716273370824,0.0006826464939636425,186.0,26036.0
找到,22128,9.446909145880118,0.0006803712106309109,187.0,28176.0
后,22018,13.947812487826452,0.0006769890327038773,188.0,5177.0
爸爸,21930,9.695648401326268,0.0006742832903622503,189.0,24737.0
一切,21709,9.204885620418592,0.0006674881874361191,190.0,28989.0
抱歉,21563,10.06129262162125,0.0006629991149147836,191.0,12783.0
比,21371,14.05788665778755,0.0006570956770785067,192.0,5141.0
感觉,21315,9.773551278226392,0.000655373841042926,193.0,22712.0
些,21286,14.656357972235845,0.0006544821759530716,194.0,4431.0
只是,21213,9.109264389612942,0.0006522376396924038,195.0,29090.0
出来,20938,9.392006928569684,0.0006437821948748197,196.0,28499.0
不要,20679,9.534222618560369,0.0006358187032102587,197.0,27436.0
对不起,20548,7.488997474339019,0.0006317908367698824,198.0,30197.0
问,20455,14.728501027977885,0.0006289313590679358,199.0,4220.0
离开,20359,9.648905592894492,0.0006259796401497972,200.0,25706.0
一点,20342,9.414855738539046,0.0006254569399247103,201.0,28383.0
一定,20273,9.075709849145685,0.0006233353919522982,202.0,29121.0
起,20231,13.807397866854668,0.0006220440149256127,203.0,5192.0
还是,19998,9.258833926501683,0.0006148799471347142,204.0,28896.0
发现,19774,9.957750813224955,0.0006079926029923912,205.0,16431.0
所,19715,13.73552101779277,0.0006061785257406185,206.0,5203.0
住,19602,14.647444512212044,0.0006027041065973932,207.0,4457.0
件,19568,14.404004468927404,0.0006016587061472191,208.0,4916.0
正,19536,14.263426389799603,0.0006006747998411729,209.0,5032.0
而且,19404,9.187825694370307,0.0005966161863287326,210.0,29007.0
并,19394,14.05312858854417,0.0005963087156080931,211.0,5145.0
必须,19320,9.728472799428637,0.0005940334322753614,212.0,23954.0
意思,19239,9.472572135397257,0.0005915429194381821,213.0,28013.0
放,19099,14.581253386619228,0.0005872383293492302,214.0,4613.0
不错,18930,9.9951083184648,0.000582042074170424,215.0,15059.0
肯定,18531,9.709260264943621,0.0005697739924169111,216.0,24405.0
电话,18374,9.953241440084003,0.0005649467021028722,217.0,16609.0
为了,18274,9.271739582135158,0.000561871994896478,218.0,28869.0
搞,18263,14.882402660452115,0.0005615337771037746,219.0,3672.0
棒,18253,14.938800256330715,0.0005612263063831352,220.0,3414.0
第一,18192,8.9043387574346,0.0005593507349872347,221.0,29201.0
妈,18110,15.145538428348688,0.0005568294750779915,222.0,2529.0
地,18009,14.084476546493516,0.0005537240207995333,223.0,5128.0
进,17634,14.402091464134891,0.000542193868775555,224.0,4921.0
那样,17495,9.755969150979416,0.0005379200257586671,225.0,23234.0
大家,17458,9.400025017141088,0.0005367823840923012,226.0,28465.0
新,17291,14.007761916964453,0.0005316476230576229,227.0,5158.0
您,17279,14.937233375820648,0.0005312786581928556,228.0,3418.0
向,17219,14.16244030215816,0.000529433833869019,229.0,5087.0
一些,17133,8.919036595548011,0.00052678958567152,230.0,29193.0
三,16916,14.10177254604152,0.0005201174710336447,231.0,5121.0
那里,16783,9.496285396208773,0.0005160281104491404,232.0,27822.0
以为,16582,9.48159131283687,0.0005098479489642879,233.0,27936.0
高兴,16480,10.078915037190164,0.0005067117476137659,234.0,12192.0
嘛,16472,14.901085095050371,0.0005064657710372543,235.0,3579.0
老,16451,14.412196976732902,0.0005058200825239116,236.0,4903.0
位,16368,14.040326237868946,0.0005032680755426044,237.0,5151.0
过来,16223,9.920865662975554,0.0004988097500933327,238.0,17774.0
掉,16141,14.955367322642983,0.0004962884901840895,239.0,3339.0
先,16060,14.338450965809745,0.0004937979773469101,240.0,4982.0
等等,15921,8.955398242490505,0.0004895241343300222,241.0,29183.0
生活,15918,9.572094427791573,0.0004894318931138304,242.0,26963.0
之,15804,13.760755583826061,0.000485926726898541,243.0,5200.0
买,15766,15.067154680786789,0.0004847583381601112,244.0,2848.0
种,15716,14.803539749328525,0.0004832209845569141,245.0,3978.0
医生,15679,9.545544494905004,0.0004820833428905482,246.0,27286.0
最后,15200,9.34038892877228,0.00046735549537191994,247.0,28702.0
之前,15187,9.022073623997748,0.00046695578343508874,248.0,29165.0
伙计,15063,10.10416598951578,0.0004631431464991599,249.0,11479.0
手,15010,14.286899727981382,0.00046151355167977097,250.0,5020.0
任何,14918,9.676772250526724,0.0004586848210498883,251.0,25142.0
很多,14874,9.344766495317186,0.00045733194987907487,252.0,28682.0
哪儿,14873,10.06792432514123,0.0004573012028070109,253.0,12551.0
这种,14615,9.730746297583845,0.0004493684582145138,254.0,23894.0
上帝,14605,9.838652165898287,0.0004490609874938744,255.0,20611.0
女人,14388,9.341243241652672,0.00044238887285599895,256.0,28698.0
名字,14335,9.263119103617658,0.00044075927803661005,257.0,28887.0
认识,14304,9.879318321761724,0.00043980611880262783,258.0,19262.0
坐,14204,14.466541492067133,0.00043673141159623365,259.0,4823.0
今晚,14178,9.699079490454551,0.00043593198772257113,260.0,24627.0
其他,14163,8.933505027226543,0.000435470781641612,261.0,29189.0
喝,14004,14.721873655518234,0.0004305819971834452,262.0,4242.0
记得,13898,10.197140262658154,0.00042732280754466737,263.0,9129.0
家伙,13846,9.655853671643808,0.0004257239597973424,264.0,25576.0
与,13700,14.113160154458601,0.00042123488727600683,265.0,5111.0
或者,13597,9.087929218423941,0.0004180679388534208,266.0,29111.0
写,13589,14.824167161735597,0.0004178219622769092,267.0,3890.0
穿,13586,14.880231869639603,0.0004177297210607174,268.0,3683.0
弄,13574,15.217191992136591,0.0004173607561959501,269.0,2256.0
过去,13485,9.574773655216774,0.00041462426678225925,270.0,26921.0
哪里,13471,9.849738472122857,0.0004141938077733641,271.0,20267.0
啦,13369,14.90692730362184,0.000411057606422842,272.0,3552.0
却,13346,14.65146632102702,0.0004103504237653713,273.0,4445.0
算,13337,14.613823624364231,0.0004100737001167958,274.0,4534.0
担心,13238,9.790236165343213,0.00040702973998246554,275.0,22199.0
继续,13221,9.636291335414084,0.00040650703975737856,276.0,25921.0
送,13212,14.762312398737297,0.0004062303161088031,277.0,4105.0
女孩,13197,9.707807009801355,0.00040576911002784393,278.0,24447.0
以,13083,13.287845574953929,0.0004022639438125545,279.0,5229.0
玩,13033,14.61103261578789,0.0004007265902093574,280.0,4544.0
亲爱,12783,10.052154021334049,0.0003930398221933719,281.0,13052.0
下来,12748,9.675031291383132,0.0003919636746711339,282.0,25182.0
成,12539,13.788307361354189,0.00038553753660977005,283.0,5194.0
条,12508,14.623408230039706,0.00038458437737578783,284.0,4518.0
够,12404,15.020801214309904,0.00038138668188113787,285.0,3050.0
父亲,12399,9.833908259802037,0.0003812329465208181,286.0,20772.0
以前,12391,8.870061175558217,0.0003809869699443066,287.0,29205.0
跑,12332,14.652760111849288,0.00037917289269253404,288.0,4441.0
月,12253,13.579397329112947,0.00037674387399948256,289.0,5220.0
早,12185,14.531106221473483,0.0003746530730991345,290.5,4735.0
美国,12185,9.4244420984826,0.0003746530730991345,290.5,28324.0
长,12173,14.81667075181882,0.0003742841082343672,292.0,3917.0
完全,12068,9.356390806549141,0.0003710556656676533,293.0,28649.0
宝贝,11950,10.1056325671995,0.00036742751116410814,294.0,11438.0
号,11862,14.547901075289698,0.00036472176882248124,295.0,4682.0
枪,11850,15.065063947438267,0.0003643528039577139,296.0,2857.0
狗,11808,14.757329268562769,0.00036306142693102837,297.0,4124.0
可是,11739,8.97597627833445,0.00036093987895861635,298.0,29179.0
世界,11721,9.34384217573776,0.0003603864316614654,299.0,28687.0
小时,11709,9.851742315569533,0.0003600174667966981,300.0,20206.0
重要,11677,9.365749015414663,0.0003590335604906519,301.0,28605.0
谈,11653,14.753029474563398,0.00035829563076111734,302.0,4135.0
别人,11613,9.9289874675577,0.00035706574787855964,303.0,17501.0
男人,11608,9.426911538182036,0.00035691201251823994,304.0,28306.0
头,11582,14.857943615376996,0.0003561125886445774,305.0,3768.0
机会,11571,9.729758351868776,0.00035577437085187406,306.0,23916.0
岁,11556,14.718672390124024,0.00035531316477091496,307.0,4252.0
出去,11524,9.44830999828376,0.00035432925846486877,308.0,28165.0
活,11509,14.740730711373622,0.0003538680523839097,309.0,4168.0
看见,11442,9.8787996385702,0.00035180799855562554,310.0,19278.0
者,11387,14.079786825913468,0.00035011690959210875,311.0,5130.0
打电话,11289,7.597627850489153,0.0003471036965298424,312.0,29920.0
喂,11286,15.185168886410745,0.0003470114553136506,313.0,2364.0
好像,11214,9.577586748394465,0.00034479766612504676,314.0,26894.0
得到,11188,9.167942517167623,0.00034399824225138424,315.0,29037.0
警察,11176,9.709174552341047,0.00034362927738661696,316.0,24410.0
完,11162,14.702414264264517,0.0003431988183777218,317.0,4300.0
张,11146,14.590143147992793,0.00034270686522469866,318.0,4592.0
儿子,11100,9.871493431015475,0.00034129249990975735,319.0,19531.0
之后,11099,9.0682838753373,0.00034126175283769343,320.0,29127.0
漂亮,11032,9.79441113994009,0.0003392016990094093,321.0,22072.0
分钟,11029,9.938195189193353,0.00033910945779321743,322.0,17144.0
接,10970,14.539366082646348,0.00033729538054144486,323.0,4713.0
场,10963,14.692777193085155,0.00033708015103699727,324.0,4331.0
再见,10958,9.730747909844169,0.0003369264156766776,325.0,23893.0
求,10904,14.45599154208313,0.0003352660737852247,326.0,4841.0
刚,10888,14.700532459304409,0.00033477412063220163,327.0,4306.0
如何,10879,9.457873321961602,0.00033449739698362615,328.0,28119.0
比赛,10726,9.917325524351957,0.000329793094957843,329.0,17898.0
呀,10700,15.13526728746591,0.0003289936710841805,330.0,2570.0
情况,10673,9.659769858840082,0.00032816350013845406,331.0,25485.0
变,10580,14.885261967491056,0.00032530402243650746,332.0,3658.0
关系,10567,9.813743296076062,0.0003249043104996762,333.0,21426.0
真是,10559,9.459417098307082,0.00032465833392316464,334.0,28109.0
女士,10544,9.701242397175665,0.00032419712784220554,335.0,24579.0
本,10526,13.917223665563439,0.0003236436805450546,336.0,5180.0
马上,10413,9.541244642912226,0.00032016926140182914,337.0,27350.0
决定,10318,9.425875806904017,0.0003172482895557546,338.0,28312.0
见到,10317,9.537248016167604,0.0003172175424836907,339.0,27390.0
根本,10311,9.544396037202624,0.000317033060051307,340.0,27305.0
关于,10266,9.591615992057926,0.0003156494418084296,341.0,26685.0
那儿,10254,9.753344444141735,0.00031528047694366233,342.5,23304.0
难,10254,14.93112197326799,0.00031528047694366233,342.5,3446.0
只要,10236,9.518082506306573,0.00031472702964651137,344.0,27611.0
里面,10183,9.438151746953002,0.0003130974348271224,345.0,28225.0
每,10154,14.344999218987187,0.0003122057697372681,346.5,4978.0
份,10154,14.600498818809205,0.0003122057697372681,346.5,4574.0
到底,10133,9.636220862112886,0.0003115600812239253,348.0,25924.0
了解,10127,9.647954121153948,0.00031137559879154165,349.0,25713.0
明天,10108,9.571467145312091,0.0003107914044223268,350.0,26968.0
站,10081,14.329350050721157,0.00030996123347660034,351.0,4993.0
结束,10050,9.71452082461027,0.0003090080742426181,352.0,24283.0
公司,10046,9.168780226099177,0.00030888508595436234,353.0,29033.0
成为,10038,9.1301298434783,0.00030863910937785084,354.0,29070.0
永远,10036,9.851437621025516,0.00030857761523372295,355.0,20220.0
帮助,10033,9.819794892680871,0.00030848537401753114,356.0,21241.0
来说,10026,9.708655879608129,0.00030827014451308355,357.0,24428.0
多少,9965,9.533663555908323,0.00030639457311718303,358.0,27443.0
哇,9951,14.701706411352957,0.00030596411410828785,359.0,4303.0
名,9950,13.732113719546684,0.00030593336703622394,360.0,5204.0
它们,9933,9.676650771118727,0.0003054106668111369,361.0,25144.0
总,9898,14.618573987909436,0.00030433451928889895,362.0,4525.0
确定,9889,10.658163527950212,0.0003040577956403235,363.0,5511.0
有人,9877,9.121805014823794,0.00030368883077555613,364.0,29079.0
清楚,9836,9.90642950515282,0.0003024282008209345,365.0,18308.0
晚上,9574,9.382307590897398,0.0002943724679401817,366.0,28538.0
安全,9541,9.50498357155368,0.0002933578145620716,367.0,27738.0
怎样,9529,10.080869629302596,0.0002929888496973043,368.0,12135.0
没什么,9452,7.702612767406649,0.00029062132514838074,369.0,29711.0
块,9365,14.925245015153754,0.0002879463298788178,370.0,3471.0
回家,9360,9.443009274054466,0.0002877925945184981,371.0,28193.0
留,9272,14.596070757262108,0.00028508685217687116,372.0,4585.0
周,9241,14.4360530770239,0.000284133692942889,373.0,4870.0
愿意,9191,10.016357104041006,0.00028259633933969185,374.0,14284.0
计划,9169,10.122183485054448,0.00028191990375428516,375.0,10937.0
爸,9154,15.074776516444446,0.000281458697673326,376.0,2817.0
俩,9037,14.999304899745917,0.0002778612902418448,377.0,3136.0
停,9028,14.565615181524839,0.0002775845665932693,378.0,4655.0
不能,9019,9.211614358040878,0.00027730784294469383,379.0,28979.0
他妈的,9006,6.850867521996785,0.00027690813100786257,380.0,31558.0
说话,8985,10.001282803772089,0.0002762624424945198,381.0,14851.0
另,8973,14.102346284528915,0.0002758934776297525,382.0,5118.0
心,8955,14.313426744103978,0.00027534003033260156,383.0,5004.0
花,8947,14.367361175318337,0.00027509405375609,384.0,4957.0
她们,8912,9.826547754978117,0.000274017906233852,385.0,21003.0
有些,8889,9.320231945468578,0.00027331072357638134,386.0,28760.0
门,8879,14.43759226667523,0.00027300325285574195,387.0,4868.0
感谢,8860,10.141856264890334,0.000272419058486527,388.0,10385.0
定,8761,14.22636611148495,0.00026937509835219675,389.0,5054.0
于,8727,13.678733096999878,0.0002683296979020227,390.0,5210.0
以后,8698,9.082690882810015,0.0002674380328121684,391.0,29118.0
管,8697,14.539103010602226,0.0002674072857401045,392.0,4714.0
照片,8687,10.02779600172169,0.00026709981501946503,393.0,13866.0
欢迎,8674,10.261193289746835,0.0002667001030826338,394.0,7952.0
敢,8664,14.894825117391678,0.00026639263236199437,395.0,3612.0
兄弟,8631,9.6678951747048,0.00026537797898388426,396.0,25316.0
从来,8581,10.011699966066844,0.00026384062538068717,397.0,14440.0
总是,8552,9.486298243703132,0.00026294896029083285,398.0,27898.0
嘴,8513,15.166810198878851,0.0002617498244803391,399.0,2424.0
跳,8496,14.593011379109702,0.0002612271242552521,400.0,4588.0
拜托,8456,9.731989878615169,0.00025999724137269444,401.0,23860.0
女儿,8450,9.970864756588467,0.00025981275894031077,402.0,15945.0
抓,8430,14.65127619812499,0.0002591978174990319,403.0,4446.0
小姐,8423,9.56394118732649,0.00025898258799458433,404.0,27087.0
动,8406,14.309864487252588,0.0002584598877694973,405.0,5007.0
赢,8363,15.099767514218378,0.0002571377636707478,406.0,2708.0
消息,8346,9.510107697381429,0.0002566150634456608,407.0,27682.0
女,8343,14.225406949302958,0.00025652282222946894,408.0,5056.0
忙,8342,15.019364768726746,0.000256492075157405,409.0,3055.0
或许,8315,9.66811400909103,0.0002556619042116786,410.0,25311.0
如此,8305,9.093578430298889,0.0002553544334910392,411.0,29106.0
队,8286,14.613681215997719,0.00025477023912182426,412.0,4535.0
无法,8226,9.714328797952431,0.0002529254147979877,413.0,24289.0
房子,8223,9.548181829940505,0.0002528331735817959,414.0,27247.0
拉,8219,14.09313142216409,0.0002527101852935401,415.0,5123.0
衣服,8130,9.93215720500693,0.0002499736958798493,416.0,17364.0
听说,8098,9.960137075235702,0.0002489897895738032,417.0,16336.0
救,8095,14.762151369594033,0.0002488975483576113,418.0,4106.0
参加,8081,9.576883227323629,0.00024846708934871613,419.0,26902.0
办法,8059,9.850117381193437,0.0002477906537633094,420.0,20254.0
睡,8031,14.894188298312041,0.00024692973574551904,421.0,3614.0
唯一,8023,9.243777106474871,0.0002466837591690075,422.0,28920.0
回去,7993,9.565510806255277,0.00024576134700708924,423.0,27063.0
人们,7990,9.576583713880783,0.0002456691057908974,424.0,26905.0
晚,7970,14.497306901370123,0.0002450541643496186,425.0,4786.0
该死,7905,9.872382700368782,0.00024305560466546234,426.0,19503.0
闭,7894,15.329992830301078,0.00024271738687275897,427.0,1865.0
选择,7885,9.58823554267198,0.0002424406632241835,428.0,26732.0
